Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDG28,OUT035,3895.253655
NCE19,OUT017,918.2020508
NCM53,OUT010,251.7519399
NCN18,OUT049,1704.786675
FDF32,OUT035,3134.99832
FDF11,OUT013,3881.76905
DRI59,OUT049,3776.568636
NCG54,OUT035,2756.697136
FDM44,OUT046,1568.007618
FDT57,OUT018,3640.460929
FDV24,OUT046,2477.49378
FDI50,OUT019,572.3459354
FDS09,OUT035,747.4941796
NCC31,OUT027,4069.297067
FDQ07,OUT019,573.3984959
FDC22,OUT017,3051.185803
FDZ56,OUT046,2756.697136
FDZ40,OUT019,131.4276341
FDS46,OUT027,2938.736115
DRD24,OUT045,2051.444432
FDV45,OUT017,3051.185803
FDL26,OUT045,2496.78189
FDA56,OUT018,2015.089972
FDN27,OUT046,1935.982444
FDM20,OUT049,3883.104365
FDO16,OUT017,1392.020521
FDL03,OUT035,3051.185803
FDE58,OUT046,1933.539499
FDI02,OUT027,2926.475466
NCC55,OUT019,131.4276341
FDR03,OUT018,3314.022404
FDB14,OUT017,1523.847835
FDR45,OUT013,3885.959426
NCN07,OUT017,2034.335948
FDM51,OUT019,245.4689399
FDT52,OUT027,5848.98237
FDL26,OUT046,2495.011496
NCZ42,OUT046,3880.223064
DRI47,OUT019,361.8107186
FDW40,OUT013,2053.60074
FDN34,OUT046,2756.697136
FDS01,OUT035,2888.340636
NCG55,OUT045,1933.539499
FDC11,OUT035,1462.827877
FDX35,OUT018,3567.675955
NCB06,OUT046,2550.931886
FDR09,OUT019,569.4077234
FDC53,OUT017,1534.070794
FDY45,OUT013,4033.429194
FDA22,OUT010,387.3556077
FDE02,OUT035,1532.443313
FDW21,OUT045,1565.296669
FDV34,OUT046,1130.240864
FDS59,OUT049,1601.052846
NCW17,OUT017,2026.332165
NCK54,OUT046,1933.539499
FDG17,OUT019,572.3459354
FDG35,OUT017,2865.286123
FDD08,OUT010,131.4276341
NCO07,OUT017,3677.705247
FDJ10,OUT010,283.9565191
FDW36,OUT017,1580.170176
FDW21,OUT010,239.4557841
FDY19,OUT017,1933.539499
DRE03,OUT013,778.7412147
NCC55,OUT049,669.5595997
FDH52,OUT010,136.8008264
FDO09,OUT017,4070.009156
FDU43,OUT045,3883.477529
FDX09,OUT010,424.2862871
FDH40,OUT019,196.3898467
FDW58,OUT017,1580.170176
FDC47,OUT017,3795.999587
NCR41,OUT035,1532.443313
DRG49,OUT035,3897.045906
FDC52,OUT027,4026.045539
FDY13,OUT046,1137.498356
FDY35,OUT013,718.6449574
FDI35,OUT017,3029.179918
NCU18,OUT049,2053.60074
FDY33,OUT018,2546.016681
FDC15,OUT027,4146.352477
FDU01,OUT049,3051.185803
NCU42,OUT046,2756.697136
NCV29,OUT018,2881.500565
NCY30,OUT017,3048.599128
FDQ46,OUT049,1719.485741
FDG58,OUT027,4069.297067
FDK33,OUT017,3686.711262
NCD07,OUT045,1928.340432
NCX29,OUT027,3993.336043
NCT42,OUT013,2475.73913
DRN59,OUT035,724.7745424
FDI44,OUT035,1295.578532
FDA45,OUT049,2883.637178
FDP31,OUT045,1042.540892
FDY01,OUT046,1928.340432
FDT09,OUT018,2034.335948
DRH03,OUT027,2819.582073
FDA36,OUT018,3051.185803
NCF31,OUT017,2493.145334
FDG14,OUT049,2477.49378
FDG28,OUT027,5848.98237
FDU14,OUT049,3979.16761
FDY47,OUT019,287.2623626
FDI56,OUT049,1492.258298
DRD01,OUT013,1030.940402
FDM22,OUT046,957.6449596
FDH33,OUT013,715.1687672
DRZ24,OUT013,1963.389657
NCQ38,OUT046,1580.170176
FDO16,OUT027,2340.244172
FDU07,OUT027,4012.533123
NCB07,OUT013,3051.185803
FDU48,OUT045,2034.335948
NCM43,OUT045,2564.339589
FDR31,OUT010,361.5696316
DRK49,OUT018,665.0470437
NCI30,OUT010,574.3626862
DRD60,OUT017,3002.152982
NCG19,OUT046,3841.018041
FDH12,OUT035,1580.170176
FDM32,OUT035,1521.416191
FDM27,OUT035,2496.78189
NCU53,OUT027,4240.814363
NCQ18,OUT046,1536.315617
FDS10,OUT013,2929.102107
FDB33,OUT027,4146.352477
FDI12,OUT013,1527.618139
NCW42,OUT013,3749.709643
NCC06,OUT018,2026.332165
FDW02,OUT017,2026.332165
NCD43,OUT017,1580.170176
FDM57,OUT018,1403.460453
FDA58,OUT017,3850.555691
FDK56,OUT046,3051.185803
FDP52,OUT045,3821.280739
FDW20,OUT018,2017.808929
FDS52,OUT049,1558.253495
NCT29,OUT018,2003.816572
NCL54,OUT013,2879.359426
FDC05,OUT045,3070.135334
FDF34,OUT035,3058.517061
FDP03,OUT027,2977.857702
FDD32,OUT010,190.6885612
FDZ10,OUT045,2026.332165
FDZ40,OUT035,917.2366212
FDD51,OUT018,668.5232339
NCY30,OUT019,431.5219439
FDP58,OUT017,3697.524955
FDV49,OUT017,4078.073567
FDY24,OUT019,131.4276341
NCO55,OUT017,1589.289153
FDR13,OUT017,1933.539499
FDS51,OUT017,1009.687579
FDP26,OUT045,1580.170176
NCB54,OUT027,3010.068062
FDF32,OUT017,3058.517061
FDN31,OUT018,3051.185803
DRM48,OUT017,658.2604768
FDN20,OUT049,2754.053304
DRL01,OUT046,3820.203395
FDV56,OUT049,1589.289153
DRH13,OUT027,2889.051124
FDA03,OUT017,2475.73913
FDF47,OUT027,5848.98237
FDX32,OUT046,2475.73913
FDX57,OUT049,1534.070794
NCA30,OUT045,3051.185803
FDO49,OUT013,780.3138452
FDL04,OUT019,246.9157542
DRM48,OUT035,661.7748989
FDR16,OUT013,3680.727954
NCC19,OUT018,3051.185803
NCE42,OUT045,3847.421255
FDY24,OUT017,918.2020508
FDH19,OUT049,2865.286123
FDJ46,OUT013,2865.286123
FDN45,OUT010,570.0527433
FDY08,OUT035,2036.986581
FDZ37,OUT035,1462.827877
NCT30,OUT045,729.6287228
DRY23,OUT018,665.0470437
NCZ30,OUT018,2015.089972
FDC44,OUT018,1912.556943
FDB45,OUT035,1580.170176
FDY04,OUT013,2557.057677
FDM27,OUT046,2550.931886
FDZ43,OUT017,3878.044179
FDT39,OUT019,364.1781953
NCC06,OUT019,284.1278396
FDL15,OUT027,4069.297067
FDL57,OUT017,4048.795181
FDU08,OUT046,1534.070794
FDK40,OUT017,4078.073567
FDQ12,OUT010,568.7369575
FDS48,OUT017,2477.49378
FDP09,OUT045,3686.711262
FDW21,OUT049,1536.315617
FDY25,OUT035,3002.152982
DRE13,OUT017,1441.755113
FDV43,OUT019,131.4276341
FDD22,OUT045,1719.485741
FDM46,OUT019,233.1372721
NCO30,OUT010,486.5203481
FDM25,OUT046,2865.286123
NCN41,OUT049,2015.089972
FDU24,OUT045,1525.8595
FDZ50,OUT046,3048.599128
FDP45,OUT013,3984.432059
NCM54,OUT045,2026.332165
FDW10,OUT019,422.812749
FDP20,OUT017,2026.332165
FDK32,OUT046,2477.49378
FDN52,OUT049,1467.474007
FDM58,OUT045,1704.786675
FDZ46,OUT027,2918.884579
NCA18,OUT018,1933.539499
FDD35,OUT046,2015.089972
NCK31,OUT035,730.3713306
FDI40,OUT027,2856.311864
FDT50,OUT019,235.7141099
NCT06,OUT046,2564.339589
FDT31,OUT035,3051.185803
FDT45,OUT049,865.2996593
FDT13,OUT045,3051.185803
FDO50,OUT045,1494.523886
NCU18,OUT010,282.9511818
NCR54,OUT049,3051.185803
NCO18,OUT018,2881.500565
FDU09,OUT045,921.8187336
FDT13,OUT018,3051.185803
FDE09,OUT046,1719.485741
NCK53,OUT019,245.4689399
FDG45,OUT049,3674.840116
DRH15,OUT035,681.9900853
FDO21,OUT019,572.3459354
FDD14,OUT027,5211.030961
FDC09,OUT046,1580.170176
FDH45,OUT027,1002.846921
FDV32,OUT046,1101.275337
FDG12,OUT035,1971.716674
FDS32,OUT013,2036.986581
NCL55,OUT018,3756.52565
DRE01,OUT035,3889.577423
DRE15,OUT049,1298.760803
NCL42,OUT045,3890.904486
FDP31,OUT013,1200.09166
FDN33,OUT018,1525.8595
FDZ59,OUT046,2564.339589
FDE45,OUT010,428.193561
FDJ07,OUT013,1963.389657
FDQ45,OUT018,3051.185803
FDM33,OUT027,5848.98237
FDO15,OUT010,157.1675785
FDM46,OUT013,1546.252549
FDR03,OUT045,3450.91415
FDY49,OUT018,2649.047321
FDQ60,OUT045,1968.754453
FDW10,OUT049,2865.286123
FDO51,OUT049,681.335136
FDJ40,OUT018,1601.052846
FDS20,OUT018,3046.716458
FDU45,OUT013,1781.457823
FDV02,OUT035,2756.697136
FDN09,OUT046,3889.829931
NCM55,OUT027,5211.030961
FDN23,OUT018,2471.246938
FDY31,OUT010,363.5356298
FDW03,OUT010,241.4046176
FDD14,OUT046,3048.599128
FDV23,OUT017,2026.332165
DRI03,OUT045,2865.286123
FDN13,OUT035,1536.315617
FDF45,OUT027,1314.240219
FDU46,OUT035,1462.827877
FDB57,OUT049,3757.132784
FDV12,OUT049,1539.072044
FDQ58,OUT013,2477.49378
NCA18,OUT017,1933.539499
FDH52,OUT049,1004.926042
FDM24,OUT018,2473.602517
NCP43,OUT027,4936.243616
NCO18,OUT019,429.4916991
FDM32,OUT017,1501.431775
NCL07,OUT017,660.8713832
FDK03,OUT013,3991.473666
FDP59,OUT017,1580.170176
FDQ24,OUT049,3975.158559
FDQ16,OUT018,1601.052846
FDU44,OUT013,2550.931886
FDH28,OUT010,131.4276341
FDV28,OUT019,131.4276341
FDM22,OUT045,907.4388982
FDR56,OUT046,3051.185803
FDV39,OUT049,3058.517061
FDU37,OUT019,172.5911561
FDQ11,OUT010,572.9909553
FDX02,OUT045,3775.581903
NCS42,OUT018,1523.847835
FDY57,OUT027,2819.582073
FDB21,OUT049,3870.833292
FDE28,OUT017,3809.388881
FDQ55,OUT017,1912.556943
FDA48,OUT049,3755.139834
FDZ19,OUT045,2865.286123
NCC43,OUT045,3976.744966
NCV18,OUT046,1412.751286
NCA42,OUT018,2548.795274
FDY45,OUT046,4054.263948
NCC30,OUT045,2929.102107
FDM57,OUT013,1524.227419
FDL09,OUT010,384.9012369
FDB09,OUT027,2978.20135
FDT44,OUT035,1968.754453
NCT06,OUT027,4240.814363
FDX26,OUT049,3048.599128
FDK32,OUT013,2493.145334
DRA12,OUT046,2075.736628
FDO46,OUT010,496.8592955
FDE52,OUT013,1530.896566
NCH42,OUT045,3818.157327
FDV08,OUT035,668.5614658
FDB47,OUT018,3474.657875
FDC28,OUT010,260.4704207
FDD22,OUT046,1912.556943
FDS07,OUT027,2933.290805
DRI13,OUT045,3700.20504
FDG32,OUT018,3543.634365
FDU14,OUT017,3984.110365
FDD28,OUT019,133.1643657
NCP41,OUT017,1601.052846
FDS08,OUT049,2865.286123
FDX47,OUT045,2527.44882
FDC53,OUT019,245.284473
FDQ19,OUT035,3894.057332
FDL14,OUT045,2495.011496
FDM33,OUT019,569.4077234
FDA51,OUT045,1912.556943
FDZ27,OUT018,726.5278132
FDT04,OUT046,674.6790841
DRC13,OUT049,2023.414822
FDR16,OUT027,5848.98237
FDQ03,OUT027,5848.98237
FDE38,OUT035,2698.983975
DRH23,OUT027,1256.236507
FDT11,OUT019,496.2142757
FDD09,OUT035,2965.468053
FDR40,OUT045,1392.020521
FDX07,OUT017,3048.599128
FDR07,OUT035,1534.070794
FDA51,OUT017,1920.568173
FDT59,OUT019,569.8667061
FDF20,OUT017,3051.185803
FDR13,OUT045,1925.754351
FDY26,OUT049,3670.341516
FDW04,OUT017,2034.335948
FDK52,OUT017,3790.806371
FDN60,OUT049,2527.44882
FDM09,OUT019,416.0153438
FDP46,OUT049,1467.474007
FDB50,OUT019,171.7815918
NCQ29,OUT049,4059.64991
FDP16,OUT027,5848.98237
FDX33,OUT018,2548.795274
FDP07,OUT010,505.2785917
FDN22,OUT046,3981.949102
FDF39,OUT049,4071.338561
FDS21,OUT017,999.1156472
NCM42,OUT013,1589.289153
FDK50,OUT019,382.2248888
DRF13,OUT027,4012.533123
FDH35,OUT018,2556.74557
FDP60,OUT018,1539.072044
DRJ49,OUT027,3010.068062
NCT42,OUT019,363.8379108
FDE38,OUT049,2685.736778
FDI04,OUT049,3070.135334
NCH54,OUT045,2536.258562
FDT56,OUT049,942.3294413
DRD15,OUT018,3598.874593
FDV58,OUT013,3051.185803
FDP21,OUT049,3051.185803
FDH05,OUT013,3813.300099
FDR10,OUT027,4208.950864
NCP06,OUT045,2475.73913
FDF33,OUT049,1584.699599
DRK37,OUT013,3051.185803
DRH49,OUT045,1392.74669
FDT58,OUT013,2666.016574
FDD41,OUT018,1580.170176
FDP40,OUT018,1702.204782
FDM51,OUT027,2856.311864
FDO45,OUT010,194.7559268
FDW33,OUT010,241.2302831
FDY24,OUT045,918.2020508
FDB10,OUT010,568.5412001
FDM40,OUT035,2056.258982
NCI06,OUT017,3002.152982
FDW12,OUT019,339.388823
FDX48,OUT027,4069.297067
NCW05,OUT027,2876.400454
FDX27,OUT017,1532.443313
DRM37,OUT045,3070.135334
FDA38,OUT045,3889.960984
FDR36,OUT046,674.6790841
FDZ45,OUT046,3119.128184
FDG05,OUT017,2548.153293
FDK28,OUT013,4076.517784
FDV47,OUT045,1450.615161
FDN21,OUT045,2550.931886
FDP20,OUT027,3005.060342
FDI35,OUT045,3029.179918
DRY23,OUT013,716.0507486
FDA56,OUT017,2015.089972
FDB09,OUT013,2017.808929
NCO26,OUT027,2933.290805
FDQ49,OUT018,2501.865057
FDI52,OUT027,2978.20135
FDZ44,OUT027,2933.290805
FDZ09,OUT018,2562.202976
FDY03,OUT049,1910.094346
NCG42,OUT017,2034.335948
DRI13,OUT027,5848.98237
FDQ32,OUT013,2023.414822
FDW16,OUT035,1494.523886
FDU27,OUT046,732.0281731
FDR28,OUT010,380.8022587
FDQ49,OUT010,378.2109801
FDS37,OUT046,1933.539499
FDW26,OUT018,3520.624431
FDX12,OUT018,3663.807733
NCP06,OUT013,2477.49378
FDW45,OUT010,361.8107186
NCN30,OUT049,1532.443313
FDN24,OUT049,866.265089
NCL41,OUT027,995.1783726
FDR02,OUT019,260.1712757
FDD09,OUT010,447.6367437
FDS33,OUT010,195.960491
FDU22,OUT045,2003.816572
FDI53,OUT013,2555.054303
DRH01,OUT049,2865.286123
FDX32,OUT013,2075.736628
NCP30,OUT018,665.0470437
FDB60,OUT045,3051.185803
FDB14,OUT049,1525.8595
NCP02,OUT035,920.8533039
FDJ10,OUT017,2036.986581
FDG34,OUT046,1702.204782
NCB18,OUT017,1465.793185
FDM16,OUT049,1079.521471
FDW25,OUT018,1403.460453
FDB35,OUT010,221.7037267
DRN11,OUT013,2108.424263
FDF41,OUT019,567.8961802
FDH16,OUT045,1467.131784
NCQ50,OUT018,3469.246406
DRH23,OUT018,931.7366735
DRJ37,OUT013,2479.284336
DRJ24,OUT027,5211.030961
FDY16,OUT035,3048.599128
FDQ27,OUT045,1580.170176
FDZ33,OUT045,2475.73913
FDF29,OUT045,2034.335948
FDA08,OUT049,2557.057677
FDG31,OUT046,1100.309907
FDE34,OUT019,463.6043885
NCR30,OUT027,1434.718639
FDV33,OUT035,4080.844262
DRZ24,OUT018,2006.726803
NCL54,OUT035,2865.286123
FDR12,OUT049,2865.286123
NCC54,OUT046,3878.146302
DRN59,OUT013,775.5311387
FDX50,OUT019,260.9787093
FDV31,OUT027,4806.890522
NCA29,OUT027,4361.320839
FDW60,OUT049,2879.359426
FDX08,OUT017,3048.599128
DRD49,OUT013,3854.466909
FDD33,OUT046,3818.962855
FDW35,OUT013,715.1687672
FDJ36,OUT017,1580.170176
FDV51,OUT035,2613.448546
FDW36,OUT046,1584.699599
FDH35,OUT046,2564.339589
NCS30,OUT027,3010.068062
FDN49,OUT017,661.4299111
FDL08,OUT018,3669.468421
FDI09,OUT013,3875.415588
FDP19,OUT018,2034.335948
FDU21,OUT010,131.4276341
NCP41,OUT045,1589.289153
FDY10,OUT013,1818.077848
FDP12,OUT018,658.2604768
NCN26,OUT049,1933.539499
FDK44,OUT013,2865.286123
FDC28,OUT049,1601.052846
FDJ41,OUT027,5848.98237
NCT29,OUT035,2017.808929
NCH42,OUT019,572.3459354
FDU60,OUT018,2659.160189
FDS02,OUT045,3051.185803
FDC51,OUT046,2015.089972
FDU03,OUT013,3048.599128
FDX39,OUT045,3683.121738
NCY05,OUT010,131.4276341
NCL06,OUT027,5848.98237
FDD32,OUT035,1304.944116
NCN41,OUT045,2015.089972
NCX53,OUT049,2053.60074
FDU57,OUT019,363.8013373
FDQ23,OUT046,1580.170176
FDQ52,OUT045,3981.035285
FDC14,OUT045,669.3914885
FDY09,OUT035,2879.359426
FDQ28,OUT045,2496.78189
FDV25,OUT046,3757.507425
FDJ07,OUT035,1933.539499
DRB25,OUT049,1584.699599
FDK52,OUT019,569.4077234
FDY52,OUT027,1377.152081
FDB28,OUT046,3058.517061
FDT36,OUT035,661.7748989
FDV25,OUT017,3761.737314
NCN07,OUT027,3010.41171
FDC57,OUT017,3051.185803
FDQ03,OUT018,3632.396517
FDU23,OUT017,2661.296802
NCX41,OUT035,3685.391119
NCD06,OUT035,728.7987001
FDW08,OUT045,1586.952829
NCU29,OUT017,2473.383551
NCE06,OUT013,2550.931886
FDV52,OUT010,270.7378996
FDB02,OUT017,2879.359426
NCR18,OUT045,670.2734699
FDK16,OUT049,1532.443313
NCQ29,OUT010,572.5319726
FDZ01,OUT019,247.0900887
FDW27,OUT035,2522.2783
FDD17,OUT018,3640.460929
FDW39,OUT013,2879.359426
DRH59,OUT045,1069.958395
FDS52,OUT013,1570.341696
FDU40,OUT027,5755.531013
NCF54,OUT013,2865.286123
FDH46,OUT045,1580.170176
NCP14,OUT049,1580.170176
FDH50,OUT049,3051.185803
DRF15,OUT010,365.8562288
FDV27,OUT027,2588.428256
NCJ06,OUT049,2006.726803
FDN02,OUT018,3315.814655
FDQ51,OUT049,727.9315543
FDQ07,OUT017,3758.290337
FDS45,OUT049,1580.170176
NCJ06,OUT045,2015.089972
FDD36,OUT035,1933.539499
FDY25,OUT045,3048.599128
FDU52,OUT046,2495.011496
DRK47,OUT017,3797.387658
NCL30,OUT017,2026.332165
FDN22,OUT035,3987.968754
NCF30,OUT027,3005.060342
FDK03,OUT035,4054.482298
FDT45,OUT017,917.2366212
NCC54,OUT027,5848.98237
FDP08,OUT018,3051.185803
FDU44,OUT046,2557.057677
DRG39,OUT035,860.190103
FDU32,OUT049,2015.089972
FDY27,OUT049,2911.380874
NCP54,OUT013,2015.089972
NCZ41,OUT049,2026.332165
DRL49,OUT013,2195.782099
FDI05,OUT018,1269.075268
FDY56,OUT045,3800.388636
DRC13,OUT013,2023.414822
NCV29,OUT017,2938.179583
FDR24,OUT049,1492.258298
FDZ34,OUT018,3051.185803
FDP37,OUT035,2026.332165
FDX08,OUT027,4911.389635
FDS57,OUT045,2053.60074
NCG18,OUT049,1580.170176
FDK25,OUT018,2751.916692
FDH53,OUT049,1311.727114
DRI59,OUT018,3547.582169
FDA52,OUT046,2881.541393
FDT20,OUT010,131.4276341
FDE36,OUT019,381.9057754
FDI24,OUT017,2865.286123
FDB28,OUT018,3108.566986
FDV11,OUT017,2881.541393
FDP01,OUT046,2495.011496
FDD34,OUT027,4208.950864
FDJ50,OUT027,1108.763342
FDZ44,OUT013,1963.389657
DRO59,OUT035,1148.530126
DRB48,OUT045,668.5916045
FDR21,OUT018,2863.149511
NCE42,OUT010,574.5024985
FDO23,OUT046,1525.8595
NCE30,OUT018,3467.449133
FDQ22,OUT035,661.7748989
FDY01,OUT045,1928.340432
FDS08,OUT017,2883.637178
FDG28,OUT018,3669.910801
FDQ51,OUT018,726.5278132
FDB05,OUT017,3971.325235
FDO56,OUT049,1933.539499
FDE02,OUT018,1521.416191
FDN45,OUT017,3763.527442
FDS09,OUT013,780.3138452
NCA54,OUT018,3000.016369
FDP09,OUT010,566.5666711
FDC53,OUT045,1536.315617
NCM55,OUT017,3051.185803
FDL09,OUT018,2754.560523
FDA11,OUT019,233.1271397
FDA50,OUT045,1532.443313
FDC23,OUT017,2929.102107
FDE22,OUT049,2550.931886
FDD23,OUT046,3051.185803
NCA29,OUT049,2865.286123
FDK38,OUT046,2475.73913
DRC13,OUT046,2015.089972
NCP43,OUT049,2929.102107
FDX28,OUT049,1539.072044
FDF08,OUT049,1492.258298
FDZ33,OUT046,2475.73913
FDD10,OUT049,2911.380874
FDO58,OUT017,2555.054303
FDI50,OUT017,3815.661041
FDO58,OUT045,2564.339589
FDX08,OUT013,3002.152982
NCK17,OUT010,131.4276341
FDF39,OUT035,4090.082691
FDU45,OUT010,269.2325813
NCJ18,OUT018,1933.539499
DRC27,OUT019,569.4077234
DRC25,OUT035,1439.581531
FDU59,OUT035,2550.931886
FDU28,OUT035,3051.185803
NCP30,OUT046,674.6790841
FDB39,OUT018,927.1545611
FDE41,OUT013,1529.31021
DRH11,OUT010,131.4276341
FDA58,OUT045,3858.468467
FDU50,OUT046,1928.340432
FDM34,OUT013,2034.335948
FDM44,OUT027,2856.311864
FDR39,OUT045,3048.599128
FDM25,OUT045,2865.286123
FDQ49,OUT049,2496.78189
DRH25,OUT018,834.7375665
FDM09,OUT027,4263.058293
FDL44,OUT019,379.0960946
NCR42,OUT018,658.2604768
DRL59,OUT046,894.3781519
FDX43,OUT013,2721.624434
DRK47,OUT010,568.5412001
FDU48,OUT018,2034.335948
FDY12,OUT045,732.9595081
NCN43,OUT018,2015.089972
NCM55,OUT018,3048.599128
FDQ21,OUT027,2978.20135
FDX13,OUT035,3993.90269
NCK30,OUT027,5848.98237
FDG20,OUT049,2865.286123
DRG27,OUT017,665.0470437
FDY14,OUT018,3859.494867
FDP59,OUT035,1580.170176
FDU60,OUT017,2756.697136
NCC18,OUT019,420.2695632
DRJ39,OUT017,3699.322228
FDS07,OUT049,1912.556943
FDM08,OUT027,5848.98237
FDP51,OUT045,2009.594688
FDU16,OUT035,1392.020521
FDH12,OUT013,1584.699599
DRE48,OUT010,504.7856481
